"Company","Vessel Name","IMO"
"Marcella Maritime Corp.","Maran Capella","9174660"
"Genlisea Navigation Limited","Maran Capricorn","9389019"
"Carina | Special Maritime Enterprise","Maran Carina","9240512"
"Cassiopeia Special Maritime Enterprise","Maran Cassiopeia","9257137"
"Castor | Special Maritime Enterprise","Maran Castor","9194127"
"Cygnus | Special Maritime Enterprise","Maran Cygnus","9227479"
"Fabiazzo Maritime SA","Maran Hermione","9779379"
"Penelope Special Maritime Enterprise","Maran Penelope","9402914"
"Plato Special Maritime Enterprise","Maran Plato","9399507"
"Breeze Shipping Corporation","Maran Poseidon","9402926"
"Dione Shipping Inc.","Maran Triton","9237632"
"ASP Ship Management (India) Pvt. Ltd.","Maratha Paramount","9561344"
"ASP Ship Management (India) Pvt. Ltd.","Maratha Pride","9422794"
"ASP Ship Management (India) Pvt. Ltd.","Maratha Promise","9422809"
"Alassia NewShips Management, Inc.","Marathassa","9698862"
"Lufer Shipping Limited","Marathi","9772357"
"Barsley Maritime SA","Marathon TS","9737371"
"Singleton Shipping Co.","Marathopolis","9477804"
"Marbat Maritime Transportation Company Limited","Marbat","9365752"
"Alos Navigation Co.","Mardinik","9470571"
"Fratelli d' Amico Armatori S.p.A.","Mare Doricum","9446374"
"Fratelli d' Amico Armatori S.p.A.","Mare Nostrum","9346885"
"Fratelli d'Amico Armatori S.p.A.","Mare Oriens","9346873"
"Fratelli d'Amico Armatori S.p.A.","Mare Picenum","9449405"
"Fratelli d' Amico Armatori S.p.A.","Mare Siculum","9457892"
"Fratelli d' Amico Armatori S.p.A.","Mare Tirrenum","9260823"
"Ernani Owning Co., Ltd.","Mareta","9537927"
"Executive Ship Management Pte. Ltd.","Marex Express","9596260"
"Executive Ship Management Pte. Ltd.","Marex Express","9596260"
"Zills Owning Co., Ltd.","Marfa","9773478"
"Magnus Co. Inc.","Margarita","9426594"
"Osaka Fleet Co., Ltd.","Marguerite Ace","9426386"
"Marinvest Shipping AB","Mari Boyle","9732979"
"Marinvest Shipping AB","Mari Jone","9725316"
"Marinvest Shipping AB","Mari Ugland","9326885"
"Marindou Shipping Corporation","Maria","9252424"
"Euronav NV","Maria","9530890"
"Rizzo-Bottiglieri-De Carlini Armatori SoA","Maria Bottiglieri","9473066"
"Rizzo-Bottiglieri-De Carlini Armatori SoA","Maria Cristina Rizzo","9448592"
"Broalam AB","Maria G","9358369"
"Maria P. Lemos Ltd.","Maria P. Lemos","9826122"
"Sea Countess SA","Maria Princess","9380661"
"Martin Management S.A.M.","Maria Topic","9726267"
"Marinvest Shipping AB","Mariann","9326897"
"Marinvest Shipping AB","Maribel","9326873"
"Chandris (Hellas) Inc.","Maribella","9316672"
"Sterling Ocean Chemical Tankers II] LLC","Marie C","9749348"
"Sterling Ocean Tankers IV LLC","Marie S","9702223"
"Giuseppe Bottiglieri Shipping Company SpA","Mariella Bottiglieri","9232022"
"Chandris (Hellas) Inc.","Marietta","9281437"
"Marinvest Shipping AB","Marika","9332614"
"Marinvest Shipping AB","Marilee","9326861"
"Marinvest Shipping AB","Mariline","9135547"
"Introlet Ltd.","Marina","9389021"
"Marinouki Shipping Corporation","Marina","9309497"
"Blue Marine Management Corp.","Marina Bliss","9518141"
"Blue Marine Management Corp.","Marina Bliss","9518141"
"Eastern Mediterranean Maritime Limited","Marina M","9181194"
"Sea Satin Oceanway SA","Marina R","9409546"
"Ocean Transit Carrier SA","Marine Express","9403322"
"Semih Sohtorik Management and Agency Inc.","Marine Prince","9621039"
"Semih Sohtorik Management and Agency Inc.","Marine Princess","9621041"
"Bernhard Schulte Shipmanagement (Cyprus) Ltd.","Mariner","9694414"
"Marinvest Shipping AB","Marinex","9074420"
"Chandris (Hellas) Inc.","Marinicki","9325063"
"Marinvest Shipping AB","Marinor","9332626"
"Rizzo-Bottiglieri-De Carlini Armatori SPA","Mariolina De Carlini","9448607"
"Babochka Maritime Inc.","Mariposa","9425540"
"Marinvest Shipping AB","Marit","9235464"
"Mercy Navigation Pte. Ltd.","Maritime Challenger","9766932"
"Equator Navigation Pte. Ltd.","Maritime Equator","9732034"
"Neom Maritime (Singapore) Pte. Ltd.","Maritime Faith","9491575"
"Gratitude Navigation Co. Pte. Ltd.","Maritime Fidelity","9528861"
"Gisela Navigation Company Limited","Maritime Gisela","9221011"
"Horizon Navigation Pte. Ltd.","Maritime Horizon","9732046"
"Jingan Navigation Company Limited","Maritime Jingan","9251523"
"Kelly Anne Navigation Pte. Ltd.","Maritime Kelly Anne","9276690"
"Meridian Navigation Pte. Ltd.","Maritime Meridian","9768734"
"Nordic Navigation Pte. Ltd.","Maritime Nordic","9308534"
"Synergy Navigation Pte. Ltd.","Maritime Polaris","9768746"
"Riyal Navigation Inc.","Maritime Riyal","9143673"
"Rosemary Navigation Company Limited","Maritime Rosemary","9236365"
"Joy Navigation Pte. Ltd.","Maritime Sinchai","9766918"
"Trinity Navigation Pte. Ltd.","Maritime Sonia","9766920"
"Suzanne Navigation Company Limited","Maritime Suzanne","9221023"
"Tuntiga Navigation Pte. Ltd.","Maritime Tuntiga","9276688"
"Vanessa Navigation Company Limited","Maritime Vanessa","9226140"
"Twin Bright Shipping Co., SA","Maritime Victory","9550292"
"Grace Navigation Pte. Ltd.","Maritime Voyager","9766906"
"Marinvest Shipping AB","Maritina","9310848"
"Maritol Enterprises, LLC","Maritol","7396458"
"Marathassa Shipping Corporation","Maritsa","9279783"
"The National Shipping Company of Saudi Arabia","Marjan","9220964"
"Pasha Hawaii Shipping Company LLC","Marjorie C","9619684"
"Sterling Ocean Shipping | LLC","Marjorie K","9661235"
"Marflet Marine SA","Markos |","9281566"
"Executive Ship Management Pte. Ltd.","Marlin Amber","9697210"
"Executive Ship Management Pte. Ltd.","Marlin Amethyst","9697222"
"Bernhard Schulte Shiomanagement (Hellas) SPLLC","Marlin Ametrine","9697234"
"Executive Ship Management Pte. Ltd.","Marlin Apatite","9721891"
"Executive Ship Management Pte. Ltd.","Marlin Aquamarine","9721906"
"Executive Ship Management Pte. Ltd.","Marlin Aventurine","9721918"
"Executive Ship Management Pte. Ltd.","Marlin Azurite","9721920"
"TB Marine Shipmanagement GmbH & Co. KG","Marlin Lavender","9838254"
"TB Marine Shipmanagement GmbH & Co. KG","Marlin Lily","9838242"
"TB Marine Shipmanagement GmbH & Co. KG","Marlin Lobelia","9838228"
"TB Marine Shipmanagement GmbH & Co. KG","Marlin Lotus","9838230"
"Executive Ship Management Pte. Ltd.","Marlin Magic","9829447"
"Executive Ship Management Pte. Ltd.","Marlin Magnetic","9829485"
"Executive Ship Management Pte. Ltd.","Marlin Majestic","9829459"
"Executive Ship Management Pte. Ltd.","Marlin Marvel","9829473"
"Executive Ship Management Pte. Ltd.","Marlin Mystery","9829461"
"Xiang T45 SG International Ship Lease Pte. Limited","Marlin Samara","9845130"
"Executive Ship Management Pte. Ltd.","Marlin Santiago","9831842"
"Xiang T22 SG International Ship Lease Pte. Limited","Marlin Santorini","9835836"
"Xiang 125 SG International Ship Lease Pte. Limited","Marlin Sardinia","9835862"
"Xiang 114 SG International Ship Lease Pte. Limited","Marlin Savannah","9831828"
"Xiang T17 SG International Ship Lease Pte. Limited","Marlin Seoul","9831854"
"Xiang T20 SG International Ship Lease Pte. Limited","Marlin Shanghai","9832262"
"Xiang 144 SG International Ship Lease Pte. Limited","Marlin Shikoku","9841627"
"Xiang 123 SG International Ship Lease Pte. Limited","Marlin Sicily","9835848"
"Xiang T19 SG International Ship Lease Pte. Limited","Marlin Siena","9832250"
"Xiang T21 SG International Ship Lease Pte. Limited","Marlin Silkeborg","9832274"
"Xiang 118 SG International Ship Lease Pte. Limited","Marlin Singapore","9832248"
"Xiang 124 SG International Ship Lease Pte. Limited","Marlin Somerset","9835850"
"Xiang T46 SG International Ship Lease Pte. Limited","Marlin Sparta","9847114"
"Executive Ship Management Pte. Ltd.","Marlin Suez","9831830"
"Xiang T43 SG International Ship Lease Pte. Limited","Marlin Swan","9841615"
"Braze Shipping Ltd.","Marmara Sea","9446116"
"Appleton Shipping Ltd.","Maroudio","9277254"
"New Century Overseas Management, Inc.","Mars Harmony","9832432"
"Wiltamax Marine Inc.","Mars Sun","9332781"
"Marsden Point Limited","Marsden Point","9261750"
"Kobe Shipmanagement Company Ltd.","Martin Island","9681704"
"Eniadefthi Shipping Corporation","Martine","9411537"
"New Auto Carrier SA","Martorell","9267675"
"Minotaur Navigation Company Limited","Marvea","9301897"
"Polar Express SA","Marvelous Ace","9293519"
"Garnet Maritime Ltd.","Marvin Faith","9820300"
"Pavimar SA","Mary lina","9317157"
"Alexandria Shipping (Hellas) SA","Marylisa V","9272785"
"Master Seatrade S.A.","Master","9628099"
"Matakana Island Limited","Matakana Island","9295153"
"Ponente Owners Inc.","Matala","9776743"
"Horizon Lines LLC","Matson Anchorage","8419142"
"Horizon Lines LLC","Matson Kodiak","8419166"
"Horizon Lines LLC","Matson Producer","7366312"
"Horizon Lines Alaska Vessels, LLC","Matson Tacoma","8419154"
"Matson Navigation Company, Inc.","Matsonia","7334204"
"Peacock Maritime SA","Matsue","9514030"
"Interocean Ship Management & Services Ltd.","Matsushima","9401348"
"Teekay Shipping Limited","Matterhorn Spirit","9291262"
"Marflet Marine SA","Mattheos |","9281554"
"Matson Navigation Company, Inc.","Maui","7602338"
"Matson Navigation Company, Inc.","Maunalei","9273686"
"Matson Navigation Company, Inc.","Maunawili","9268538"
"Max Jacob Shipping Ltd.","Max Jacob","9188788"
"Everwin Maritime Limited","Maxim","9604079"
"Mayan Queen Ltd.","Mayan Queen IV","1009479"
"Mitsui O.S.K. Lines Ltd.","Mayaro","9733703"
"Great Circle Shipping Agency Limited","Mayuree Naree","9323649"
"Mazyonah Maritime Transportation Company Limite","Mazyonah","9365776"
"MDM Baluran Transport Pte. Ltd.","MDM Baluran","9347920"
"JRB Marine Ltd.","Mea Culpa","8736253"
"FGL Minuet Panama S.A.","Medalta Adventurer","9761451"
"d'Amico Dry d.a.c.","Medi Adriatico","9774434"
"d'Amico Dry d.a.c.","Medi Atlantico","9774446"
"d'Amico Shipping Italia SpA","Medi Baltimore","9287168"
"Phoenix Co., Ltd.","Medi Chiba","9781970"
"Mida Maritime Company d.a.c.","Medi Egadi","9802217"
"d'Amico Dry d.a.c.","Medi Egeo","9699177"
"d'Amico Dry d.a.c.","Medi Ginevra","9815939"
"d'Amico Shipping Italia SoA","Medi Hong Kong","9301043"
"d'Amico Shipping Singapore Pte. Ltd.","Medi Lausanne","9310642"
"d'Amico Shipping Singapore Pte. Ltd.","Medi Lisbon","9340491"
"MK Centennial Maritime BV","Medi Okinawa","9514389"
"Mida Maritime Company d.a.c.","Medi Palmarola","9802205"
"Cleanocean Shipmanagement, Inc.","Medi Portland","9782625"
"d'Amico Dry d.a.c.","Medi Roma","9789908"
"d'Amico Dry d.a.c.","Medi Serapo","9811531"
"d'Amico Dry d.a.c.","Medi Tirreno","9699165"
"d'Amico Shipping Italia SpA","Medi Valencia","9339480"
"d'Amico Dry d.a.c.","Medi Vitoria","9273818"
"First Marine Service Co., Ltd.","Medi Yokohama","9660592"
"d'Amico Dry d.a.c.","Medi Zuoz","9789910"
"Sinokor Maritime Co., Ltd.","Mediterranean Bridge","9461506"
"Braveza Maritima SA","Mediterranean Highway","9250220"
"Tamar Ship Management Limited","Mega Maggie","9379674"
"Fire Navigation Inc.","Megacore Honami","9456070"
"Eletson Corporation","Megalonissos","9250543"
"Eletson Corporation","Meganisi","9286023"
"Mehmed Fatih Maritime Limited","Mehmed Fatih","9718193"
"Dalomar Shipping SA","Melina","9550424"
"Technomar Shipping Inc.","Melina","9401075"
"Technomar Shipping Inc.","Melinda","9623881"
"Intelet Ltd.","Meltemi","9407823"
"MS "Memphis" Schifffahrtsgesellschaft mbH & Co.","Memphis","9348675"
"Zodiac Tankers Chartering Limited","Mercer Street","9539585"
"Proceed Shipping SA / Maki Kisen Co., Ltd.","Merchant Three","9633020"
"Cambridge Shipping and Trading Company","Mercini Lady","9241073"
"Los Halillos Shipping Co., SA","Mercury Ace","9591052"
"NYK Shiomanagement Pte. Ltd.","Mercury Leader","9392353"
"Norbulk Shipping UK Ltd.","Merel D","9740433"
"Mitsui O.S.K. Lines Ltd.","Meridian Ace","9209518"
"Astraea Maritime SA","Meridian Express","9596272"
"Meritshipping Company Limited","Merit Trader","9700586"
"MT Merkur O Shipping Management BV","Merkur O","9277761"
"Merkur Ocean Shipping Corporation","Merkur Ocean","9620619"
"Tenia Marine Limited","Mermaid","9233973"
"Prosper World Marine Co., Ltd.","Mermaid Ace","9561289"
"World Tankers Management Pte. Ltd.","Mersini","9405899"
"Mesabi Solutions Inc.","Mesabi","9359600"
"Qatar Shipping Company W.L.L","Mesaieed","9299745"
"Helikon Shipping Enterprises Limited","Meteora","9368845"
"Teekay Shipping Limited","Methane Spoirit","9336737"
"Cypress Maritime (Panama) SA /Koyo Shosen Kais","Metis Leader","9650743"
""Mexican Bay" Schiffahrtsgesellschaft mbH & Co. K","Mexican Bay","9064839"
"XT MANAGEMENT LTD.","Mexico","9231779"
"M & | Harmony SA","Mi Harmony","9696797"
"MS "Miami" Schifffahrtsgesellschaft mbH & Co. KG","Miami","9348663"
""K" Line RoRo Bulk Ship Management Co., Ltd.","Michigan Highway","9339832"
"Midgard International || Limited","Mid Eagle","9330795"
"Midgard International | Limited","Mid Falcon","9330771"
"Midgard Shipping | Limited","Mid Nature","9542154"
"Midgard International III Limited","Mid Osprey","9330783"
"Aruba Maritime Inc.","Midland Trader","9667045"
"Wallenius Marine AB","Mignon","9189251"
"Union Marine Management Services Pte. Ltd.","Mika Manx","9492907"
"Daniel Marine Corp.","Mikela P.","9440382"
"Mila Maritime Limited","Mila","9826823"
"Milau Pte. Ltd.","Milau Bulker","9544138"
"Tourlitis Navigation Ltd.","Militos","9607435"
"New Century Overseas Management, Inc.","Million Bell","9640607"
"New Century Overseas Management, Inc.","Million Bell","9640607"
"Millwall Maritime Limited","Millwall","9483267"
"OCY Milos Limited","Milos","9746619"
"Miltiadis Junior Carriers Corp.","Miltiadis Junior","9693745"
"Miltiadis M Il Carriers Corp.","Miltiadis M II","9311610"
"First Marine Service Co., Ltd.","Mimitsu","9527958"
"Cygnet Bulk Carriers SA","Mimosa Africana","9303120"
"Arctic Bay Marine Corp.","Mindoro","9389095"
"Troy Shipping Corporation","Mindoro Star","9441207"
"Alexandra M Special Maritime Enterprise","Minerva Alexandra","9198094"
"Blue Bay Finance Inc.","Minerva Alice","9309435"
"Maya Shipping S.A.","Minerva Anna","9298507"
"Daedalus Shipmanagement Inc.","Minerva Antarctica","9322827"
"Thenmin Services SA","Minerva Antonia","9380398"
"Flutura Holdings Co.","Minerva Aries","9412177"
"Seaman Navigation Co.","Minerva Astra","9230098"
"Daedalus Shipmanagement Inc.","Minerva Atlantica","9322839"
"Astir Shipmanagement Corp.","Minerva Baltica","9728241"
"Clara Special Maritime Enterprise","Minerva Clara","9297333"
"Concert Special Maritime Enterprise","Minerva Concert","9271406"
"Arion Shipmanagement Corp.","Minerva Coralia","9728239"
"Doxa Special Maritime Enterprise","Minerva Doxa","9304617"
"Nobu Shipping SA","Minerva Eleftheria","9787168"
"Eleonora Special Maritime Enterprise","Minerva Eleonora","9276573"
"Ellie M Special Maritime Enterprise","Minerva Ellie","9297321"
"Tayfen Navigation Co.","Minerva Elpida","9440526"
"Crescento Holding Corp.","Minerva Emily","9380063"
"Insead Finance Company","Minerva Emma","9296195"
"Berkeley Shiptrade SA","Minerva Evropi","9785237"
"Boston Shipholding SA","Minerva Georgia","9332157"
"Seahawk Management SA","Minerva Gloria","9382750"
"Oath Enterprises S.A","Minerva Grace","9305855"
"Helen Special Maritime Enterprise","Minerva Helen","9276561"
"Portobello Shipping SA","Minerva Indiana","9323986"
"Iris M Special Maritime Enterprise","Minerva Iris","9285861"
"Dinan Corporation","Minerva Joanna","9380386"
"Athena Navigation Co.","Minerva Joy","9363479"
"Alexandra Maritime SA","Minerva Julie","9380831"
"Mayfair Shiphilding SA","Minerva Kalypso","9785225"
"Nara Shipping SA","Minerva Karteria","9787170"
"Pride Shipmanagement Corp.","Minerva Kythnos","9592252"
"Ronine Finance Company","Minerva Leo","9723289"
"Petros Shipmanagement SA","Minerva Libra","9317951"
"Lisa Special Maritime Enterprise","Minerva Lisa","9276597"
"Jamelia Marine Company","Minerva Lydia","9262900"
"Rourke Services Ltd.","Minerva Marina","9411939"
"Maya Special Maritime Enterprise","Minerva Maya","9233234"
"Obtainer Shipmanagement Corp.","Minerva Mediterranea","9367671"
"Grace Special Maritime Enterprise","Minerva Nike","9255696"
"Elpis Investments Corp.","Minerva Nounou","9309423"
"Express Shipmanagement Corp.","Minerva Oceania","9380075"
"Plus Shiomanagement Corp.","Minerva Pacifica","9325831"
"Moss Enterprises Co.","Minerva Pisces","9410179"
"Union Services SA","Minerva Rita","9305867"
"Roxanne Special Maritime Enterprise","Minerva Roxanne","9276585"
"Sangallo Maritime Limited","Minerva Sophia","9382762"
"Symphony M Special Maritime Enterprise","Minerva Symphony","9304605"
"Tribeca Trading SA","Minerva Tychi","9723291"
"Alana Corporation","Minerva Vaso","9318008"
"Beatrix Consultants Corp.","Minerva Vera","9411941"
"Armata Marine Inc.","Minerva Virgo","9307827"
"ATA Financing Inc.","Minerva Xanthe","9318010"
"Druantia International SA","Minerva Zen","9410909"
"Zenia Special Maritime Enterprise","Minerva Zenia","9236248"
"Jiro Shipping S.A.","Minerva Zenobia","9787182"
"Zoe M Special Maritime Enterprise","Minerva Zoe","9255684"
"White Bear Maritime Limited","Miraculous Ace","9293521"
"Gearbulk Norway AS","Misago Arrow","9448243"
"Dojima Marine Co., Ltd.","Misato K","9634438"
"Perseveranza S.p.A Di Navigazione","Miss Benedetta","9541306"
"D8 Product Tankers | LLC","Miss Claudia","9293959"
"Perseveranza S.p.A Di Navigazione","Miss Mariarosaria","9528392"
"Perseveranza S.p.A Di Navigazione","Miss Marina","9528380"
"Chevron U.S.A. Inc.","Mississippi Voyager","9131369"
"Bright Charter Shipping Limited","Missy Enterprise","9634634"
"Circinus Transport Ltd.","Mitera Marigo","9321976"
"Mayan Shipholding Corp.","Miyama","9286932"
"Sava Marine Ltd.","MLR","9777955"
"LMCS Maritime Pvt. Ltd.","Mogra","9191723"
"Pacific-Gulf Marine, Inc.","Mohawk","9161168"
"Matson Navigation Company, Inc.","Mokihana","7908005"
"Seaspan Ship Management Ltd.","MOL Beacon","9713337"
"Seaspan Ship Management Ltd.","MOL Beauty","9713349"
"Seaspan Ship Management Ltd.","MOL Bellwether","9713363"
"Seaspan Ship Management Ltd.","Mol Benefactor","9739666"
"Seaspan Ship Management Ltd.","MOL Breeze","9685358"
"Seaspan Ship Management Ltd.","MOL Brightness","9685346"
"Seaspan Ship Management Ltd.","MOL Brilliance","9685334"
"MOL Ship Management (Singapore) Pte. Ltd.","MOL Celebration","9321251"
"Cattleya Marine Co., Ltd.","MOL Contribution","9629914"
"Mitsui O.S.K. Lines Ltd.","MOL Courage","9321263"
"SNC Arthur","MOL Creation","9321237"
"Kilimanjaro Container Carriers S.A.","Mol Earnest","9333840"
"Seaspan Ship Management Ltd.","MOL Empire","9407160"
"Mars River Line SA","MOL Experience","9333838"
"Kilimanjaro Container Carriers S.A.","Mol Explorer","9333826"
"Heliconia Shipping Limited","MOL Glide","9535163"
"Hepatica Shipping Limited","MOL Gratitude","9535187"
"Maclin Alliance Maritime S.A.","MOL Maestro","9415727"
"Camellia Container Carrier SA","MOL Magnificence","9424900"
"Mitsui O.S.K. Lines Ltd.","MOL Majesty","9424912"
"Ural Container Carriers SA","MOL Maneuver","9475648"
"MOL Euro-Orient Shipping S.A.","MOL Marvel","9475612"
"Mitsui O.S.K. Lines Ltd.","MOL Matrix","9424924"
"Kilimanjaro Container Carriers S.A.","MOL Maxim","9424936"
"Mitsui O.S.K. Lines Ltd.","MOL Mission","9475650"
"Keira Navigation SA","MOL Modern","9475636"
"SNC Thomas","MOL Motivator","9475624"
"Luster Maritime, S.A. (50%)/Higaki Sangyo Kaisha,","MOL Premium","9444261"
"IS Container Pte. Ltd.","MOL Prestige","9321029"
"Woodleigh Park Shipping Co. Pte. Ltd.","Molly Schulte","9743485"
"Leeward Navigation SA","Momo Glory","9668350"
"Float Maritime SA","Mona Lisa","9309277"
"SMTECH Ship Management Co., Ltd.","Moning","9832688"
"NYK Shiopmanagement Pte. Ltd.","Monoceros Leader","9832573"
"Ibaizabal Tankers SL","Monte Toledo","9271573"
"Vera Navigation Inc.","Montego","9297553"
"Noble Spirit Marine SA","Monterey","9377779"
"Sause Bros., Inc.","Monterey Bay","1193404"
"Ibaizabal Tankers SL","Montesperanza","9585871"
"Ibaizabal Tankers SL","Montestena","9585883"
"Teekay Shipping Limited","Montreal Spirit","9296389"
"FHH Fonds Nr. 36 MS "Monza" GmbH & Co. KG","Monza","9358888"
"PCTC Express V BV","Monza Express","9451719"
"Caliber Marine Co.","Moon Safari","9233349"
"Shih Wei Navigation Co., Ltd.","Moonbright SW","9610195"
"Primebulk Shipmanagement Ltd.","Moondance II","9316191"
"Marine Ace Co., Ltd.","Moonlight Serenade","9392810"
"Primebulk Shipmanagement Ltd.","Moonray","9408255"
"Kaho Shipping Company Limited","Morning Calypso","9638460"
"La Darien Navegacion SA","Morning Camilla","9477919"
"Eukor Car Carriers Inc.","Morning Capo","9663295"
"World Marine Co., Ltd.","Morning Cara","9574092"
"Paraiso Shipping SA and Shoei Kisen Kaisha, Ltd.","Morning Carina","9338709"
"Eukor Car Carriers Inc.","Morning Carol","9336086"
"Eukor Car Carriers Inc.","Morning Caroline","9338723"
"Lucia Navigation (Panama) SA","Morning Catherine","9338711"
"Lucia Navigation (Panama) SA","Morning Cecilie","9477830"
"Lucia Navigation (Panama) SA","Morning Celine","9519133"
"Eukor Car Carriers Inc.","Morning Cello","9329461"
"Eukor Car Carriers Inc.","Morning Chant","9663300"
"Los Halillos Shipping Co., S.A.","Morning Charlotte","9338694"
"Paraiso Shipping SA and Shoei Kisen Kaisha, Ltd.","Morning Cherry","9675585"
"Wallenius Marine Singapore Pte. Ltd.","Morning Chorus","9312834"
"Lucia Navigation (Panama) SA","Morning Christina","9574054"
"Lucia Navigation (Panama) SA","Morning Cindy","9633185"
"Clover Navigation SA","Morning Claire","9620683"
"Melodia Maritime Pte. Ltd.","Morning Clara","9460887"
"Eukor Car Carriers Inc.","Morning Composer","9336074"
"Wilhelmsen Lines Shipowning Malta Limited","Morning Concert","9312822"
"Eukor Car Carriers Inc.","Morning Conductor","9336050"
"Pedregal Maritime SA","Morning Cornelia","9519145"
"Eukor Car Carriers Inc.","Morning Cornet","9329473"
"Courier Shipping Limited","Morning Courier","9285639"
"Crown Maritime Limited","Morning Crown","9285641"
"Los Halillos Shipping Co., SA","Morning Crystal","9574080"
"2053 International SA","Morning Lady","9445980"
"2054 International SA","Morning Laura","9445992"
"2055 International SA","Morning Lena","9446001"
"2056 International SA","Morning Lily","9446013"
"Haeyoung Maritime Services Co., Ltd.","Morning Linda","9383106"
"Haeyoung Maritime Services Co., Ltd.","Morning Lisa","9383417"
"Haeyoung Maritime Services Co., Ltd.","Morning Lucy","9383431"
"$331 International SA","Morning Lynn","9383429"
"Laurel Ship Management Pte. Ltd.","Morning Margareta","9367580"
"Eukor Car Carriers Inc.","Morning Menad","9318515"
"Lombard Corporate Finance (December 3) Limited","Morning Midas","9289910"
"$830 International SA","Morning Peace","9780627"
"2611 International SA","Morning Pilot","9669031"
"2610 International SA","Morning Post","9669029"
"2629 International SA","Morning Pride","9681431"
"$831 International SA","Morning Prosperity","9780639"
"Taiheiyo Kisen Kaisha, Ltd.","Morning Salute","9691539"
"Victory Carriers Limited","Morningstar","9263069"
"Sause Bros., Inc.","Morro Bay","1195521"
"Teekay Shipping Limited","Moscow Spirit","9418602"
"Mount Adams Ltd., BVI","Mount Adams","9245067"
"Mount ASO Limited","Mount Aso","9763631"
"Mount Baker Shipping Limited","Mount Baker","9266918"
"Donnelly Tanker Management Ltd.","Mount Everest","9470985"
"Bremen Industrial Carriers Ltd.","Mount Fuji","9509011"
"Mount Hikurangi Limited","Mount Hikurangi","9580039"
"Donnelly Tanker Management Ltd.","Mount Kibo","9470997"
"Helen Shipping (BVI) Limited","Mount Owen","9444924"
"Mount Rainier Limited","Mount Rainier","9336799"
"Mount Seymour Limited","Mount Seymour","9788629"
"Mount Taranaki Limited","Mount Taranaki","9361782"
"Pacific Basin Chartering (No. 5) Limited","Mount Travers","9263772"
"Mountpark Shipping Company Limited","Mountpark","9773844"
"Bernhard Schulte Shipmanagement (Deutschland)","Moyra","9271999"
"M. Pallonji Logistics Singapore Pte. Ltd.","MP Kamsarmax |","9780158"
"M. Pallonji Shopping Singapore Pte. Ltd.","MP MR Tanker 1","9472763"
"Product Carrier LLC","MR Aquarius","9421324"
"MR Aries Limited","MR Aries","9421336"
"MR Orestes Shipping Limited","MR Orestes","9428384"
"PT Two LLC","MR Pegasus","9428346"
"Chemikalien Seetransport GmbH","MS Simon","9247493"
"Chemikalien Seetransport GmbH","MS Sophie","9241798"
"MSC Mediterranean Shipping Company SA","MSC Abidjan","9618264"
"Dover Park Shipping Co. Pte. Ltd","MSC Algeciras","9605243"
"MSC Mediterranean Shipping Company SA","MSC Altair","9465277"
"Darby Park Shipping Co. Pte. Ltd.","MSC Antalya","9605152"
"MSC Mediterranean Shipping Company SA","MSC Anzu","9710426"
"Draycort Park Shipping Co. Pte. Ltd.","MSC Arbatax","9605231"
"MSC Mediterranean Shipping Company SA","MSC Ariane","9484443"
"Costamare Shipping Company SA","MSC Athos","9618317"
"MSC Mediterranean Shipping Company SA","MSC Beatrice","9399014"
"MSC Mediterranean Shipping Company SA","MSC Beryl","9467392"
"MSC Mediterranean Shipping Company SA","MSC Bettina","9399038"
"Besiktas Tersane SA","MSC Bosphorus","9247742"
"MSC Mediterranean Shipping Company SA","MSC Branka","9720495"
"MSC Mediterranean Shipping Company SA","MSC Brunella","9702106"
"MSC Mediterranean Shipping Company SA","MSC Caterina","9705005"
"MSC Mediterranean Shipping Company SA","MSC Channe","9710438"
"MSC Mediterranean Shipping Company SA","MSC Clea","9720524"
"MSC Mediterranean Shipping Company SA","MSC Cristiana","9453298"
"MSC Mediterranean Shipping Company SA","MSC Danit","9404649"
"MSC Mediterranean Shipping Company SA","MSC Elisa","9463059"
"MSC Mediterranean Shipping Company SA","MSC Eloane","9755957"
"MSC Mediterranean Shipping Company SA","MSC Elodie","9704972"
"MSC Mediterranean Shipping Company SA","MSC Emanuela","9399052"
"MSC Mediterranean Shipping Company SA","MSC Eva","9401130"
"MSC Mediterranean Shipping Company SA","MSC Immacolata","9463205"
"MSC Mediterranean Shipping Company SA","MSC Julie","9704996"
"MSC Mediterranean Shipping Company SA","MSC Kalina","9399026"
"MSC Mediterranean Shipping Company SA","MSC Katrina","9467445"
"MSC Mediterranean Shipping Company SA","MSC Lauren","9467407"
"MSC Mediterranean Shipping Company SA","MSC Laurence","9467419"
"MSC Mediterranean Shipping Company SA","MSC Letizia","9702065"
"MSC Mediterranean Shipping Company SA","MSC Ludovica","9251690"
"MSC Cruise Management (UK) Limited","MSC Magnifica","9387085"
"MSC Mediterranean Shipping Company SA","MSC Maria Saveria","9467421"
"MSC Mediterranean Shipping Company SA","MSC Maxine","9720287"
"MSC Mediterranean Shipping Company SA","MSC Michela","9720512"
"Kommanditgesellschaft MS "CPO Venezia" Offen R","MSC Rapallo","9484455"
"MSC Mediterranean Shipping Company SA","MSC Sara Elena","9702261"
"MSC Mediterranean Shipping Company SA","MSC Sasha","9720500"
"Paporp Marine Inc.","MSC Saturn","9725146"
"Kommanditgesellschaft MS "CPO Savona" Offen R","MSC Savona","9460356"
