"Company","Vessel Name","IMO"
"Marinsa Denizcilik Anonim Sirketi","Densa Eagle","9432488"
"Orca Tanker Ltd.","Densa Orca","9601235"
"Whale Tanker Ltd.","Densa Whale","9601223"
"Transoceanic Cable Ship Company, LLC","Dependable","9242352"
"The Dutra Group","Derrick Barge 24","D514051"
"The Dutra Group","Derrick Barge 24","D514051"
"The Dutra Group","Derrick Barge 3","D271701"
"The Dutra Group","Derrick Barge 3","D271701"
"Everton Shipping and Investment Limited","Desert Symphony","9320996"
"Virgil Marine Company","Desimi","9395305"
"Euronav NV","Desirade","9723095"
"NSC Liquids Transport GmbH & Cie. KG","Desna Star","9419199"
"San Michael Investment Corporation","Despina","9309007"
""K" Line RoRo Bulk Ship Management Co., Ltd.","Devon Bay","9622849"
"Eletson Corporation","Dhonoussa","9306562"
"Goodwood Ship Management Pte. Ltd.","DHT Bauhinia","9315070"
"Goodwood Ship Management Pte. Ltd.","DHT Cathy","9248849"
"Goodwood Ship Management Pte. Ltd.","DHT Hawk","9310159"
"Goodwood Ship Management Pte. Ltd.","DHT Jaguar","9733947"
"Goodwood Ship Management Pte. Ltd.","DHT Leopard","9733961"
"Goodwood Ship Management Pte. Ltd.","DHT Lion","9722895"
"Goodwood Ship Management Pte. Ltd.","DHT Mustang","9823003"
"Goodwood Ship Management Pte. Ltd.","DHT Panther","9722900"
"Goodwood Ship Management Pte. Ltd.","DHT Puma","9728837"
"Goodwood Ship Management Pte. Ltd.","DHT Redwood","9528940"
"Goodwood Ship Management Pte. Ltd.","DHT Scandinavia","9315147"
"Goodwood Ship Management Pte. Ltd.","DHT Sophie","9248837"
"Goodwood Ship Management Pte. Ltd.","DHT Sundarbans","9590876"
"Goodwood Ship Management Pte. Ltd.","DHT Tiger","9733959"
"Euronav NV","Dia","9723071"
"Super-Eco Tankers Management Inc.","Diadema","9808326"
"Diamantina Transportation Corp.","Diamantina","9494137"
"Times Shipping Limited","Diamond Express","9409493"
"Bright Cove Limited","Diamond Harbour","9377987"
""K" Line RoRo Bulk Ship Management Co., Ltd.","Diamond Highway","9293636"
"Larnelon Shipping Ltd.","Diamondway","9742895"
"Aug. Bolten, Wm. Miller's Nachfolger GmbH & Co. K","Diana Bolten","9574042"
"Dingley Maritime Inc.","Diana Schulte","9537628"
"‘Tagashira Kaiun Co., Ltd.","Dianthus","9615080"
"Diaporos Shipping Company","Diaporos","9222302"
"World Excellence SA","Didimon","9288772"
"The National Shipping Company of Saudi Arabia","Dilam","9448700"
"Teekay Shipping Limited","Dilong Spirit","9390628"
"Medway Sea SA","Dimitris P","9565950"
"Upper East Shipping Ltd.","Dino","9392078"
"Hachiuma Steamship Co., Ltd.","Dione Leader","9561954"
"Hachiuma Steamship Co., Ltd.","Dionysos Leader","9426350"
"E&O Ship Management Pte. Ltd.","Discovery Bay","9737125"
"Magical Cruise Company, Ltd.","Disney Wonder","9126819"
"DeneBola Shipping Corporation","Ditlev Reefer","8819926"
"MOL Chemical Tankers Pte. Ltd.","Diva","9760548"
"Pavimar SA","Diva Eva","9324643"
"FGL Magenta Panama SA","Divine Ace","9610432"
"Intergis Co., Ltd.","DK Initio","9528160"
"Daelim Corporation","DL Cosmos","9365386"
"Daelim Corporation","DL Rose","9365374"
"Dodo Maritime Limited","Dodo","9662320"
"Dogan Maritime Limited","Dogan","9625475"
"Fukunaga Kaiun Co., Ltd.","Dolce","9298258"
"Reefership Marine Services, Ltd.","Dole Atlantic","9703069"
"Reefership Marine Services, Ltd.","Dole Caribbean","9703071"
"Reefership Marine Services, Ltd.","Dole Pacific","9703057"
"Technomar Shipping Inc.","Dolphin II","9318125"
"Euronav NV","Dominica","9723069"
"Wallenius Marine Singapore Pte. Ltd.","Don Carlos","9122655"
"Wallenius Marine Singapore Pte. Ltd.","Don Juan","9082934"
"Wallenius Marine Singapore Pte. Ltd.","Don Pasquale","9138513"
"Wallenius Marine Singapore Pte. Ltd.","Don Quijote","9138525"
""K" Line RoRo Bulk Ship Management Co., Ltd.","Donau K","9615755"
"Teekay Shipping Limited","Donegal Spirit","9312846"
"DAT Atlantic Innovation SA","Dong-A Krios","9694191"
"Dong-A Tanker Corporation","Dong-A Metis","9419747"
"Dong-A Tanker Corporation","Dong-A Triton","9686986"
"Kwangyang Marine Co., Ltd.","Dongbang Giant No.7","9786580"
"Euronav NV","Donoussa","9723083"
"Deacon Maritime Inc.","Dora Schulte","9537630"
"NYK Shiomanagement Pte. Ltd.","Dorado Leader","9308895"
"Eagle Shipping Co. SA","Doric","9541837"
"Doric Breeze Navigation Inc.","Doric Breeze","9637129"
"Doric Pioneer Navigation Inc.","Doric Pioneer","9637117"
"MMSL Pte. Ltd.","Doric Shogun","9775177"
"The National Shipping Company of Saudi Arabia","Dorra","9386964"
"Harley Marine Special Leasing LLC","Dottie","1109007"
"Good Duke (MI) Limited","Double Diamond","9478470"
"PCL (Shipping) Pte. Ltd.","Double Harmony","9570400"
"Phelippe Barko Management, Inc.","Double Paradise","9574121"
"Phelippe Barko Management, Inc.","Double Paradise","9574121"
"Vane Line Bunkering, Inc.","Double Skin 311","1252170"
"Vane Line Bunkering, Inc.","Double Skin 313","1252171"
"Vane Line Bunkering, Inc.","Double Skin 315","1258624"
"Vane Line Bunkering, Inc.","Double Skin 41","1214462"
"Vane Line Bunkering, Inc.","Double Skin 501","1251823"
"Vane Line Bunkering, Inc.","Double Skin 503","1255589"
"Vane Line Bunkering, Inc.","Double Skin 59","1164918"
"Vane Line Bunkering, Inc.","Double Skin 802","1266768"
""K" Line RoRo Bulk Ship Management Co., Ltd.","Dover Highway","9574107"
"Harley Marine Special Leasing LLC","DR. Bonnie W Ramsey","1239386"
"Olympic Tug & Barge, Inc.","Dr. Robert J Beall","1255909"
"Diamond Star Shipping Pte. Ltd.","Draco Ocean","9638501"
"Diamond Star Shipping Pte. Ltd.","Draco Ocean","9638501"
"YPSOS Maritime Ltd.","Draftdodger","9746102"
"Dragon Shipping Enterprises Limited","Dragon","9244635"
"Sause Bros., Inc.","Drakes Bay","1180901"
"Dynamic Driving Marine SA","Dream Angel","9303156"
"Cido Shipping (KOREA) Co., Ltd.","Dream Diamond","9325788"
"Dynamic Spirit Shipping SA","Dream Diva","9325790"
"Shikishima Kisen K.K.","Dream Island","9748253"
"Dynamic Bright Shipping SA","Dream Jasmine","9334246"
"Dynamic Wave Shipping SA","Dream Orchid","9360568"
"Super Camellia SA","Dream Sky","9839076"
"Chem Tank Invest AS","Dreggen","9416070"
"Euronav NV","Drenec","9723100"
""K" Line RoRo Bulk Ship Management Co., Ltd.","Drive Green Highway","9728069"
"Marconsult Schiffahrt (GmbH & Co.) KG","S Marmadura","9294965"
"DS Tankers GmbH & Co. KG","DS Promoter","9252187"
"DS-Rendite-Fonds GmbH & Co. KG Sechsundsech","DS Venture","9522180"
"Angel Maritime Inc.","Dubai Angel","9422524"
"Attraction Maritime Inc.","Dubai Attraction","9422536"
"Beauty Maritime Inc.","Dubai Beauty","9422548"
"Brilliance Maritime Inc.","Dubai Brilliance","9422550"
"Charm Maritime Inc.","Dubai Charm","9402495"
"Crown Maritime Inc.","Dubai Crown","9326378"
"Galactic Maritime Inc.","Dubai Galactic","9380752"
"Glamour Maritime Inc.","Dubai Glamour","9402483"
"Knight Maritime Inc.","Dubai Knight","9363625"
"Sun Maritime Inc.","Dubai Sun","9426740"
"Hapag-Lloyd AG","Duesseldorf Express","9143556"
"Harley Marine Special Leasing LLC","Dugan Pearsall","1208933"
"Basford Shipping Inc.","Duke |","9228784"
"Qatar Shipping Company W.L.L","Dukhan","9251286"
"Mi-Das line S.A.","Durban Bay","9531662"
""K" Line RoRo Bulk Ship Management Co., Ltd.","Durban Highway","9536961"
"Crnogorska Plovidba A.D. Kotor","Dvadesetorvi Maj","9582427"
"Viterlef Management Limited","Dvina Gulf","9336464"
"Rams Wood Chip Carrier SA","Dyna Voyager","9326354"
"Executive Ship Management Pte. Ltd.","E Pioneer","9278686"
"Eightyfirst Dragon Shipping Inc.","E.R. Denmark","9231250"
"Fortyninth Phoenix Shipping Inc.","E.R. Felixstowe","9213583"
"MS "E.R. Texas" Schiffahrtsgesellschaft mbH & Co.","E.R. Texas","9318058"
"MS "E.R. Tianshan" Schiffahrtsgesellschaft mbH &","E.R. Tianshan","9305477"
"Fair Wind Panama S.A.","Eagle Arrow","9529592"
"AET Singapore One Pte. Ltd.","Eagle Barcelona","9795048"
"AET Labuan One Pte. Ltd.","Eagle Bintulu","9795074"
"AET Singapore One Pte. Ltd.","Eagle Brasilia","9795062"
"AET Singapore One Pte. Ltd.","Eagle Brisbane","9795050"
"Executive Ship Management Pte. Ltd.","Eagle Express","9414280"
"STC Shipping Pte. Ltd.","Eagle I-Star","9660085"
"AET Inc. Limited","Eagle Kangar","9417024"
"AET Inc. Limited","Eagle Kinabalu","9422196"
"AET Inc. Limited","Eagle Kinarut","9422201"
"AET Inc. Limited","Eagle Klang","9417892"
"AET Inc. Limited","Eagle Kuantan","9417012"
"AET Inc. Limited","Eagle Kuching","9417000"
"AET Bermuda One Ltd.","Eagle Le Havre","9795103"
"AET MCV Alpha LLC","Eagle Louisiana","9518892"
"AET Bermuda One Ltd.","Eagle Lyon","9795115"
"V. Ships Asia Group Pte. Ltd.","Eagle Matsuyama","9459254"
"Melodia Maritime Pte. Ltd.","Eagle Melbourne","9433810"
"Ocean Transit Carrier SA","Eagle Milan","9451460"
"AET Shuttle Tankers Sdn. Bhd.","Eagle Paraiba","9598256"
"AET Shuttle Tankers Sdn. Bhd.","Eagle Parana","9598268"
"AET Tankers (Suezmax) Pte. Ltd.","Eagle San Antonio","9594822"
"AET Tankers (Suezmax) Pte. Ltd.","Eagle San Diego","9594834"
"AET Singapore One Pte. Ltd.","Eagle San Francisco","9795127"
"AET Singapore One Pte. Ltd.","Eagle San Jose","9795139"
"AET Inc. Limited","Eagle San Juan","9594846"
"AET Inc. Limited","Eagle San Pedro","9594858"
"MK Centennial Maritime BV","Eagle Sapporo","9387255"
"AET Inc. Limited","Eagle Sibu","9199828"
"Eagle Sydney KS","Eagle Sydney","9413004"
"AET Inc. Limited","Eagle Tacoma","9257802"
"AET Inc. Limited","Eagle Tampa","9253076"
"AET MCV Beta LLC","Eagle Texas","9518907"
"AET Inc. Limited","Eagle Toledo","9250892"
"AET Inc. Limited","Eagle Torrance","9360453"
"AET Inc. Limited","Eagle Trenton","9250907"
"AET Inc. Limited","Eagle Tucson","9253064"
"AET Inc. Limited","Eagle Turin","9360465"
"AET Inc. Limited","Eagle Vancouver","9597240"
"AET Inc. Limited","Eagle Varna","9597252"
"AET Singapore One Pte. Ltd.","Eagle Venice","9728710"
"Icon Eagle Vermont Pte. Ltd.","Eagle Vermont","9234654"
"AET Inc. Limited","Eagle Verona","9597264"
"AET Inc. Limited","Eagle Versailles","9597276"
"AET Singapore One Pte. Ltd.","Eagle Victoria","9739513"
"Icon Eagle Virginia Pte. Ltd.","Eagle Virginia","9230878"
"Suenfong Shipping Co., Ltd.","East Bangkok","9659490"
"East Bay Holdings, Inc.","East Bay","9149653"
"Rainbow Maritime Co., Ltd.","Eastern Asia","9424118"
"Eastern Cape Limited","Eastern Cape","9624184"
"Prosper Sunwaito S.A.","Eastern Highway","9325764"
"Misuga Kaiun Co., Ltd.","Eastern Hope","9700847"
"Misuga Kaiun Co., Ltd.","Eastern Hope","9700847"
"Manson Construction Co.","Eastport","1042229"
"Manson Construction Co.","Eastport","1042229"
"Manson Construction Co.","Eastport","1042229"
"Nitizo Marine Ltd.","Ebony Ray","9363857"
"Arkadia Shipping Inc.","Eckert Oldendorff","9676591"
"Ecoship Sdn Bhd","Eco Destiny","9316921"
"Ecoship Sdn Bhd","Eco Dynamic","9277486"
"Awilco Technical Services AS","Eco Future","9734111"
"Halfmoon Maritime Corporation","Edgar Oldendorff","9794484"
"Sherigan Shipping Inc.","Edison","9463011"
"Harley Marine Financing LLC","Edward ltta","1277291"
"Bernhard Schulte Shipmanagement (UK) Ltd.","Edzard Schulte","9439852"
"Amasus Shipping BV","Eemslift Ellen","9671474"
"Amasus Shipping BV","Eemslift Hendrika","9671486"
"Amasus Shipping BV","Eemslift Nadine","9671436"
"Amasus Shipping BV","Eemslift Nelli","9671462"
"Maxeikositessera Shipping Corporation","Efrossini","9618020"
"Super-Eco Bulkers Management Inc.","Eftichia","9545053"
"Halfmoon Maritime Corporation","Eike Oldendorff","9794472"
"Manson Construction Co.","Einar","D043204"
"Manson Construction Co.","Einar","D043204"
"Manson Construction Co.","Einar","D043204"
"Lynne Navigation Corp.","El Junior Pnt","9221657"
"Fraser Worldwide S.A.M.","El Leon","VG198ND"
"Chevron Transport Corporation Ltd.","El Segundo Voyager","9827695"
"PST Energy 6 Shipping LLC","Elan Vital","9252943"
"LSC SIA","Elandra Angel","9413688"
"LSC SIA","Elandra Baltic","9482562"
"LSC SIA","Elandra Blu","9396749"
"LSC SIA","Elandra Corallo","9396751"
"LSC SIA","Elandra Eagle","9792474"
"LSC SIA","Elandra Falcon","9792486"
"LSC SIA","Elandra Fjord","9482550"
"LSC SIA","Elandra Maple","9831191"
"LSC SIA","Elandra Oak","9509449"
"Enterprises Shipping and Trading SA","Elandra Osprey","9817626"
"LSC SIA","Elandra Palm","9746267"
"LSC SIA","Elandra Pine","9831206"
"LSC SIA","Elandra Redwood","9834337"
"LSC SIA","Elandra Sea","9635779"
"LSC SIA","Elandra Spruce","9746243"
"LSC SIA","Elandra Star","9635767"
"LSC SIA","Elandra Willow","9834349"
"Cora Navigation Limited","Elbrus","9276030"
"Millenia Maritime Inc.","Electa","9416824"
"Alithia Shipping Corporation","Eleftheria","9221190"
"Polar Express SA","Elegant Ace","9561265"
"NYK Shipmanagement Pte. Ltd.","Elegant Salute","9641871"
"Wallenius Marine Singapore Pte. Ltd.","Elektra","9176577"
"Super-Eco Tankers Management Inc.","Elektra","9538153"
"Marfin Management S.A.M.","Elena Topic","9193692"
"Eniaprohi Shipping Corporation","Eleni","9411525"
"Mycenae Shipmanagers Co","Eleni","9432062"
"New Seagull Shipping SA","Elenore","9335836"
"Maersk Line A/S","Eleonora Maersk","9321500"
"Apoplous Shipping Inc","Elias Tsakos","9724075"
"RASI, LLC","Elisa","9028627"
"Bernhard Schulte Shipmanagement (UK) Ltd.","Elisabeth Schulte","9439840"
"Lenfert Ltd.","Eliza","9387578"
"Elizabeth Special Maritime Enterprise","Elizabeth I. A.","9257149"
"Elizabeth River Limited","Elizabeth River","9290892"
"Angelique Shipping Ltd.","Elka Angelique","9216913"
"Farewell Investments Inc.","Elka Athina","9249116"
"Bene Maritime Inc.","Elka Bene","9234496"
"Karlin Navigation Ltd.","Elka Delos","9259290"
"Elymnios Maritime Inc.","Elka Delphi","9705902"
"Gallery Forest Marine Corp.","Elka Elefsis","9705914"
"Eleftheria Maritime Inc.","Elka Eleftheria","9216925"
"Carriage Shipping Inc.","Elka Glory","9234484"
"Aspen Maritime Corp.","Elka Hercules","9234472"
"Nikolas Shipping Inc.","Elka Nikolas","9216901"
"Alista Maritime Inc.","Elka Sirius","9234513"
"Ugland Marine Services AS","Ellenita","9685633"
"Fraise Finance Ltd.","Ellie Lady","9390173"
"Chandris (Hellas) Inc.","Ellinis","9322267"
"MOL Chemical Tankers Pte. Ltd.","Elm Galaxy","9331256"
"Rosewater Maritime Inc.","Elsa Oldendorff","9702625"
"J. Lauritzen A/S","Elvira Bulker","9424132"
"The Dutra Group","EM1069","D519123"
"The Dutra Group","Em1106","1124459"
"The Dutra Group","Em1106","1124459"
"California Engineering Contractors, Inc.","Em-1149","D000100"
"White Bear Maritime Limited","Emerald Ace","9539236"
"SE Marine Corporation","Emerald Enterprise","9701023"
"Synergy Maritime Private Limited","Emerald Express","9425564"
"Princess Cruise Lines, Ltd.","Emerald Princess","9333151"
"Princess Cruise Lines, Ltd.","Emerald Princess","9333151"
"Princess Cruise Lines, Ltd.","Emerald Princess","9333151"
"Emerald Shiner , Inc.","Emerald Shiner","9289776"
"Teekay Marine (Singapore) Pte. Ltd.","Emerald Spirit","9422005"
"Mitsui O.S.K. Lines Ltd.","Eminent Ace","9293571"
"J. Lauritzen A/S","Emma Bulker","9424091"
"Rosewater Maritime Inc.","Emma Oldendorff","9676606"
"Fernley International Inc.","Emmanuel C","9394909"
"Super-Eco Tankers Management Inc.","Emmanuel Tomasos","9240720"
"Intrepid Ship Management, Inc.","Empire State","9408126"
"Transpetrol TM AS","Endeavour","9273650"
"YCO S.A.M.","Endless Summer","9727948"
"Shih Wei Navigation Co., Ltd.","Endurance SW","9681508"
"Blackstone Marine Ltd.","Energy Centaur","9387281"
"Bluestone Marine Ltd.","Energy Centurion","9387970"
"Georgia Marine Corp.","Energy Challenger","9288265"
"Montana Marine Corp.","Energy Champion","9288356"
"Nevada Marine Corp.","Energy Chancellor","9292606"
"East Moon SA","Energy Commander","9275658"
"West Moon SA","Energy Conqueror","9275660"
"Bigeye Marine SA","Energy Glory","9518074"
"Olamar Navegacion SA","Energy Hope","9602356"
"Royalstone Marine Ltd.","Energy Panther","9388015"
"Redstone Marine Ltd.","Energy Patriot","9388003"
"Daishin Shipping Co., Ltd.","Energy Primavera","9602382"
"Riverstone Marine Ltd.","Energy Progress","9387279"
"Unique Navigation Corp.","Energy Protector","9278064"
"Roughstone Marine Ltd.","Energy Puma","9388027"
"Estolo Shipping Company Limited","Energy R","9241114"
"Hokoku Marine Co., Ltd.","Energy Triton","9602368"
"Raina Shiptrade Co.","Energy Triumph","9817614"
"Elizabay Limited","English Bay","9218038"
"MOL Chemical Tankers Pte. Ltd.","Ensemble","9749453"
"Carmel Shipping Ltd.","Eny","9382695"
"New Century Overseas Management, Inc.","EOS Esperance","9562453"
"New Century Overseas Management, Inc.","EOS Victory","9609299"
"Elia Navigation Ltd.","Ephesos","9607423"
"Epiphania Shipping Corporation","Epiphania","9582116"
"Equanimity (Cayman) Ltd.","Equanimity","1012086"
"Equinox Maritime Ltd.","Equinox Seas","9229697"
"Mitsubishi Ore Transport Co., Ltd.","Equuleus Leader","9342906"
"Augustea Tecnoservice SRL","Eraclea","9499656"
"Menelaos Navigation Company Inc.","Eraclea","9583330"
"Atromitos Crude Carriers Corp.","Erbil","9733818"
"The China Navigation Co. Pte. Ltd.","Eredine","9681871"
"Erhan Maritime Limited","Erh","9625449"
"Executive Ship Management Pte. Ltd.","Eria Colossus","9407512"
"Hachiuma Steamship Co., Ltd.","Eridanus Leader","9498602"
"Teekay Shipping Limited","Erik Spirit","9292515"
"Eletson Corporation","Erikoussa","9254850"
"The China Navigation Co. Pte. Ltd.","Eriskay","9681900"
"The China Navigation Co. Pte. Ltd.","Erisort","9681895"
"Allegra Marine Inc.","Ermione","9360025"
"General Gas Carrier Corporation XI Ltd.","Ernest N","9377236"
"The China Navigation Co. Pte. Ltd.","Erradale","9681883"
"Ertea Shipping, Inc.","Ertea","9546198"
"Moljim Shipping Inc.","Erving","9463023"
"Eships Prosperity Ltd","Eships Prosperity","9503287"
""ESMERALDA" Schiffahrtsgesellschaft mbH& Co.K","Esmeralda","9181170"
"Esperance Bay Limited","Esperance Bay","9580326"
"Carsten Rehder Schiffsmakler und Reederei GmbH","Essex Strait","9488566"
"Sterling Ocean Tankers III LLC","Essie C","9702211"
"MK Centennial Maritime BV","Esteem Brilliance","9337901"
"MK Centennial Maritime BV","Esteem Splendour","9296810"
"Teekay Shipping Limited","Esther Spirit","9282053"
"lonia Management S.A.","Estia","9327035"
"Egyptian Tanker Company","ETC Nefertari","9399612"
"Egyptian Tanker Company","ETC Ramsis","9260809"
"White Bear Maritime Limited","Eternal Ace","9606479"
"Blue Marine Management Corp.","Eternal Bliss","9433626"
"MK Centennial Maritime BV","Eternal Diligence","9310850"
"Eternal Shipping LLC","Eternal Sunshine","9273351"
"Victoria Barco S.A.","Eternal Triumph","9624055"
"Maersk Line A/S","Eugen Maersk","9321550"
"Aurora Car Maritime Transport SA","Euphony Ace","9293595"
""K" Line RoRo Bulk Ship Management Co., Ltd.","Euphrates Highway","9604926"
""K" Line RoRo Bulk Ship Management Co., Ltd.","Eurasian Highway","9604938"
"Jelika Shipping Inc.","Euro","9567702"
"Monc Liberia Inc.","Euro Spirit","9153551"
"Holland America Line NV","Eurodam","9378448"
"Holland America Line NV","Eurodam","9378448"
"Holland America Line NV","Eurodam","9378448"
"Apollo Excellence SA","Euronike","9299678"
"Hapag-Lloyd (Bahamas) Ltd.","Europa","9183855"
""K" Line RoRo Bulk Ship Management Co., Ltd.","Europa Bay","9615767"
"Euronav NV","Europe","9235268"
""K" Line RoRo Bulk Ship Management Co., Ltd.","European Highway","9206011"
"Teekay Shipping Limited","European Spirit","9247429"
"Prescott Maritime Limited","Eurovision","9567697"
"Victoria Ship Management Inc.","EVA Bergen","9800013"
"Victoria Ship Management Inc.","Eva Heron","9363481"
"Victoria Ship Management Inc.","Eva Hongkong","9800001"
"lolcos Hellenic Maritime Enterprises Co. Ltd.","Evangelia Petrakis","9313060"
"First Steamship SA","Ever Brilliant","9520998"
"Evergreen Marine (UK) Limited","Ever Eagle","9241310"
"Evergreen Marine (UK) Limited","Ever Elite","9241281"
"Evergreen Marine (UK) Limited","Ever Envoy","9241308"
"Evergreen Marine (UK) Limited","Ever Ethic","9241293"
"Evergreen Marine (UK) Limited","Ever Excel","9241322"
"Continent Maritime, SA","Ever Grace","9750309"
"Evergreen Marine Corporation (Taiwan) Ltd.","Ever Laden","9595448"
"Evergreen Marine Corporation (Taiwan) Ltd.","Ever Lambent","9595436"
"Evergreen Marine (UK) Limited","Ever Lasting","9595450"
"Evergreen Marine (Singapore) Pte. Ltd.","Ever Leader","9595503"
"Evergreen Marine (Singapore) Pte. Ltd.","Ever Legacy","9595515"
"Evergreen Marine (Singapore) Pte. Ltd.","Ever Legend","9604093"
"Evergreen Marine (Singapore) Pte. Ltd.","Ever Legion","9604110"
"Evergreen Marine (UK) Limited","Ever Lenient","9604146"
"Evergreen Marine (UK) Limited","Ever Liberal","9604160"
"Evergreen Marine Corporation (Taiwan) Ltd.","Ever Libra","9595486"
"Evergreen Marine (UK) Limited","Ever Lifting","9629122"
"Evergreen Marine (UK) Limited","Ever Lissome","9629079"
"Evergreen Marine (Singapore) Pte. Ltd.","Ever Lively","9604134"
"Evergreen Marine Corporation (Taiwan) Ltd.","Ever Liven","9595527"
"Evergreen Marine (Singapore) Pte. Ltd.","Ever Living","9629031"
"Evergreen Marine (UK) Limited","Ever Loading","9629081"
"Evergreen Marine Corporation (Taiwan) Ltd.","Ever Logic","9604081"
"Greencompass Marine SA","Ever Lotus","9604122"
"Evergreen Marine (Singapore) Pte. Ltd.","Ever Lovely","9629110"
"Evergreen Marine Corporation (Taiwan) Ltd.","Ever Loyal","9604158"
"Evergreen Marine (Singapore) Pte. Ltd.","Ever Lucent","9629067"
"Evergreen Marine Corporation (Taiwan) Ltd.","Ever Lyric","9629108"
"Evergreen Marine (UK) Limited","Ever Sigma","9300398"
"Evergreen Marine (UK) Limited","Ever Smart","9300403"
"Evergreen Marine (UK) Limited","Ever Smile","9300415"
"Continent Maritime, SA","Ever Sovereign","9817561"
"Evergreen Marine Corporation (Taiwan) Ltd.","Ever Steady","9300439"
"First Steamship SA","Ever Success","9426130"
"Evergreen Marine (Singapore) Pte. Ltd.","Ever Uberty","9168831"
"Greencompass Marine SA","Ever Uranus","9168855"
"V. Ships UK Ltd.","Everbright","9408217"
"Teekay Shipping Limited","Everest Spirit","9281009"
"Intrepid Ship Management, Inc.","Evergreen State","9408138"
"Inlet Vista Limited","Evgenia |","9575943"
"Jennet Maritime Inc.","Evinos","9667928"
"Evridiki Navigation Inc.","Evridiki","9318137"
"Grace Management SA","Evridiki","9358929"
"Empire Navigation Ltd.","Evros","9290921"
"Victoria Shipping & Trading SA","Evrotas","9309241"
"Pacific Marine Ventures","Evviva","9663790"
"Excelsior Bay Shipping LLC","Excelsior Bay","9697612"
"Explorer Special Maritime Enterprise","Explorer","9312133"
"RCL Cruises Ltd.","Explorer of the Seas","9161728"
"Teekay Shipping Limited","Explorer Spirit","9313486"
"Cellcontainer (No. 6) Corp.","Express Berlin","9484924"
"Cellcontainer (No. 7) Corp.","Express Rome","9484936"
"Union Marine Management Services Pte. Ltd.","F.D. Angelica","9668893"
"Misuga Kaiun Co., Ltd.","F.D. Vittorio Raiola","9553062"
"Yano Kaiun Co., Ltd.","Fair Ocean","9652480"
"Klubbholmen Shipping Ltd., Malta","Fair Seas","9405057"
"Selandia Ship Management (jSingapore) Pte. Ltd.","Fairchem Aldebaran","9552666"
"HSL Bronco Shipping Limited","Fairchem Bronco","9360960"
"ASL Charger Shipping Limited","Fairchem Charger","9367401"
"Dandelion Shipping Limited","Fairchem Colt","9304344"
"Synergy Navis Marine Private Limited","Fairchem Conquest","9798648"
"Synergy Navis Marine Private Limited","Fairchem Cutlass","9746164"
"T.A.C.K. Shipping SA","Fairchem Falcon","9799642"
"HSL Filly Shipping Limited","Fairchem Filly","9323077"
"Polaris Line Co. Inc.","Fairchem Forte","9817585"
"ASL Friesian Shipping Limited","Fairchem Friesian","9367413"
"Michina Marina SA","Fairchem Hawk","9804813"
"Eurus Maritime SA","Fairchem Katana","9749685"
"DB Kiso Maritime LLC","Fairchem Kiso","9527075"
"Synergy Navis Marine Private Limited","Fairchem Loyalty","9791183"
"Eurus Maritime SA","Fairchem Mako","9826574"
"Eurus Maritime SA","Fairchem Sabre","9657478"
"Fuchsia Shipping Limited","Fairchem Steed","9311256"
"Synergy Navis Marine Private Limited","Fairchem Success","9758090"
"Eurus Maritime SA","Fairchem Sword","9673678"
"Synergy Navis Marine Private Limited","Fairchem Triumph","9758038"
"Synergy Navis Marine Private Limited","Fairchem Victory","9773179"
"Kahn Scheepvaart B.V.","Fairlane","9153654"
"KITFOL Shipping Limited","Fairway","9590319"
"MOL Tankship Management (Asia) Pte. Ltd.","Falcon Express","9402213"
"Falcon Navigation Corp.","Falcon Maryam","9430260"
"Triglia Navigation SA","Falcon Nostos","9301902"
"Falcon Trident Shipping Ltd.","Falcon Trident","9717591"
"Falcon Triumph Shipping Ltd.","Falcon Triumph","9717589"
"Westfal-Larsen Management AS","Falkanger","9387695"
"Falkonera Shipping Company","Falkonera","9600621"
"SPS Maritime Ltd.","Falkor","7928677"
""K" Line Bulk Shipping (UK) Limited","Falmouth Bay","9615779"
""K" Line Bulk Shipping (UK) Limited","Falmouth Bay","9615779"
"Bikol Maritime SA","Fame","9287132"
"MOL Chemical Tankers Pte. Ltd.","Fanfare","9760562"
"Millenia Maritime Inc.","Fantasia","9378371"
"Lillefant AS","Fantholmen","9559688"
"Bei Fang International Shipping Limited","Far Eastern Jupiter","9442768"
"The National Shipping Company of Saudi Arabia","Farhah","9484742"
"Cross Link Inc.","Fatcat","D583105"
"Fatih Maritime Limited","Fatih","9579327"
"Westfal-Larsen Management AS","Fauskanger","9387700"
"Wall RO/RO AB","Faust","9332925"
"Minos Societa di Navigazione S.r.L","Favola","9246786"
"Ugland Marine Services AS","Favorita","9298519"
"Peter Dohle Schiffahrts-KG","Favourisation","9363546"
"Foss Maritime Company","FDH 26-2","1194210"
"Foss Maritime Company","FDH 35-1","1519187"
"Foss Maritime Company","FDH 35-2","1519199"
"Foss Maritime Company","FDH 35-3","1204648"
"Foss Maritime Company","FDH 35-4","1204649"
"Foss Maritime Company","FDH 35-5","1204650"
"MMSL Pte. Ltd.","Federal Crimson","9732151"
"Federal Cornwallis Ltd.","Federal Dart","9805245"
"Los Halillos Shipping Co., SA","Federal Imabari","9774331"
"Los Halillos Shipping Co., SA","Federal Imabari","9774331"
"Primate Shipping SA","Federal Tokoro","9725445"
"Wall RO/RO AB","Fedora","9332949"
"First Marine Service Co., Ltd.","Felicia K","9614309"
"Euronav NV","Felicity","9416692"
